Date,Open,High,Low,Close,Adj Close,Volume
2019-01-31,68.180000,69.489998,67.080002,68.139999,66.573822,24233300
2019-02-01,68.589996,69.320000,68.000000,68.110001,66.544510,10309200
2019-02-04,68.029999,68.110001,67.080002,67.580002,66.026695,13562400
2019-02-05,67.760002,69.410004,67.639999,69.339996,67.746239,12781600
2019-02-06,69.230003,69.389999,68.500000,68.849998,67.618561,10283400
2019-02-07,68.599998,69.209999,68.480003,69.139999,67.903374,10109200
2019-02-08,68.769997,69.820000,68.599998,69.750000,68.502464,8862000
2019-02-11,70.000000,70.470001,69.849998,69.989998,68.738167,9229700
2019-02-12,70.239998,70.459999,69.709999,69.750000,68.502464,8848900
2019-02-13,69.809998,70.599998,69.800003,70.510002,69.248871,10264000
2019-02-14,70.129997,71.540001,69.970001,70.839996,69.572975,9441100
2019-02-15,71.150002,71.370003,70.190002,70.709999,69.445297,13924600
2019-02-19,70.459999,70.599998,69.779999,70.199997,68.944412,9208400
2019-02-20,70.230003,70.599998,70.050003,70.389999,69.131020,9671800
2019-02-21,70.139999,70.930000,70.139999,70.699997,69.435471,10933500
2019-02-22,70.760002,71.389999,70.750000,71.300003,70.024742,11311600
2019-02-25,71.900002,72.070000,70.980003,71.050003,69.779221,12071200
2019-02-26,71.000000,71.449997,70.919998,71.139999,69.867599,12302300
2019-02-27,70.830002,71.129997,69.919998,70.150002,68.895309,13274800
2019-02-28,70.139999,70.489998,69.779999,70.260002,69.003349,18956700
2019-03-01,70.629997,71.110001,70.449997,70.849998,69.582794,8067700
2019-03-04,70.989998,71.349998,70.370003,70.949997,69.681000,9219700
2019-03-05,71.190002,71.889999,71.059998,71.580002,70.299744,10496100
2019-03-06,71.809998,72.180000,71.160004,71.269997,69.995277,7666100
2019-03-07,71.199997,71.360001,70.459999,70.610001,69.347084,7814700
2019-03-08,70.150002,70.269997,69.029999,69.360001,68.119438,12363900
2019-03-11,69.379997,70.010002,69.139999,69.680000,68.433716,11518300
2019-03-12,69.739998,70.580002,69.690002,70.050003,68.797104,12751700
2019-03-13,70.089996,70.900002,69.980003,70.099998,68.846199,13798600
2019-03-14,70.190002,70.889999,70.190002,70.739998,69.474754,9249200
2019-03-15,70.800003,71.209999,70.540001,70.669998,69.406006,13096900
2019-03-18,70.779999,71.120003,70.440002,70.839996,69.572975,5682400
2019-03-19,70.949997,71.699997,70.870003,71.379997,70.103317,7810700
2019-03-20,71.800003,72.400002,71.339996,71.629997,70.348839,9512400
2019-03-21,71.320000,72.440002,71.320000,72.260002,70.967567,8044400
2019-03-22,72.050003,72.410004,71.690002,71.959999,70.672935,8022800
2019-03-25,72.000000,72.480003,71.730003,72.300003,71.006866,6453800
2019-03-26,72.720001,73.190002,72.330002,72.959999,71.655052,7624000
2019-03-27,72.940002,73.260002,72.620003,72.739998,71.438988,7662700
2019-03-28,72.970001,73.980003,72.889999,73.959999,72.637169,6709600
2019-03-29,74.010002,74.480003,73.529999,74.339996,73.010368,9099500
2019-04-01,74.760002,74.930000,73.730003,73.959999,72.637169,8108400
2019-04-02,74.010002,74.449997,73.839996,74.269997,72.941628,5520900
2019-04-03,74.559998,74.779999,73.870003,74.330002,73.000549,6755600
2019-04-04,74.500000,74.669998,73.980003,74.349998,73.020180,5449800
2019-04-05,74.349998,75.080002,74.349998,75.029999,73.688034,5346200
2019-04-08,74.470001,75.300003,74.470001,75.199997,73.854988,5140400
2019-04-09,74.870003,75.230003,74.800003,75.120003,73.776421,4905800
2019-04-10,75.209999,75.820000,75.209999,75.480003,74.129982,6066300
2019-04-11,75.750000,76.070000,75.650002,75.870003,74.513008,6042600
2019-04-12,76.099998,76.949997,76.070000,76.650002,75.279053,5194800
2019-04-15,76.669998,76.699997,76.080002,76.160004,74.797829,7632200
2019-04-16,76.480003,76.559998,75.360001,75.699997,74.346039,8336600
2019-04-17,75.610001,75.959999,74.800003,75.120003,73.776421,9439000
2019-04-18,75.480003,76.260002,75.209999,76.059998,74.699608,6607800
