Date,Open,High,Low,Close,Adj Close,Volume
2019-01-31,103.410004,103.800003,102.730003,103.500000,100.536018,17520600
2019-02-01,104.000000,104.849998,103.519997,103.879997,100.905136,13000800
2019-02-04,103.790001,104.250000,103.010002,104.250000,101.264542,9871500
2019-02-05,104.519997,104.550003,103.290001,103.790001,100.817719,12763000
2019-02-06,103.709999,104.620003,103.470001,103.739998,100.769150,8745000
2019-02-07,103.250000,103.500000,101.440002,102.379997,99.448090,13177500
2019-02-08,102.080002,102.339996,100.059998,101.360001,98.457306,12892600
2019-02-11,101.760002,102.010002,100.769997,100.879997,97.991051,10978500
2019-02-12,101.949997,102.919998,101.889999,102.599998,99.661789,12852300
2019-02-13,102.900002,103.849998,102.900002,103.089996,100.137756,10754100
2019-02-14,102.470001,103.099998,101.349998,102.419998,99.486946,11518500
2019-02-15,103.900002,105.699997,103.660004,105.550003,102.527313,14716900
2019-02-19,104.910004,105.370003,103.809998,105.180000,102.167908,12764900
2019-02-20,105.209999,105.800003,104.879997,105.690002,102.663307,10030300
2019-02-21,105.449997,105.989998,104.959999,105.470001,102.449600,8400100
2019-02-22,105.699997,106.089996,104.779999,105.000000,101.993065,10647300
2019-02-25,105.750000,107.269997,105.690002,106.099998,103.061554,11230700
2019-02-26,104.500000,105.470001,103.940002,105.290001,102.274757,15465400
2019-02-27,105.180000,105.379997,104.510002,105.160004,102.148476,9968800
2019-02-28,105.010002,105.209999,104.180000,104.360001,101.371384,15156900
2019-03-01,105.099998,105.910004,104.199997,104.430000,101.439392,13813300
2019-03-04,104.919998,105.919998,103.269997,104.190002,101.206261,12466300
2019-03-05,104.129997,104.550003,103.260002,104.110001,101.128548,10856600
2019-03-06,103.860001,104.570000,103.550003,103.720001,100.749718,9070800
2019-03-07,103.250000,103.470001,102.160004,102.970001,100.021194,12705700
2019-03-08,101.989998,103.230003,101.989998,103.010002,100.060051,10582400
2019-03-11,103.980003,104.550003,103.660004,104.349998,101.361679,9763200
2019-03-12,104.589996,104.790001,103.750000,104.040001,101.060562,10219100
2019-03-13,104.190002,104.980003,103.949997,104.389999,101.400528,13022200
2019-03-14,104.500000,105.870003,104.459999,105.339996,102.323326,10926500
2019-03-15,105.410004,106.800003,105.230003,106.550003,103.498680,24811700
2019-03-18,106.550003,107.790001,106.500000,107.190002,104.120346,12935500
2019-03-19,108.199997,108.400002,106.550003,106.800003,103.741516,12889300
2019-03-20,106.430000,106.650002,104.410004,104.519997,101.526802,14920700
2019-03-21,103.489998,103.489998,102.279999,102.870003,99.924065,19751000
2019-03-22,101.820000,102.320000,99.519997,99.760002,96.903122,31115200
2019-03-25,99.589996,100.570000,98.089996,98.930000,96.096886,21032300
2019-03-26,99.820000,100.400002,98.820000,99.919998,97.058548,15987100
2019-03-27,99.879997,100.449997,99.080002,99.580002,96.728279,12753200
2019-03-28,100.000000,100.800003,99.739998,100.709999,97.825920,12454100
2019-03-29,101.540001,101.989998,100.589996,101.230003,98.331032,14523400
2019-04-01,102.150002,104.680000,102.120003,104.639999,101.643372,17499300
2019-04-02,104.599998,105.440002,104.330002,105.139999,102.129059,10295400
2019-04-03,105.809998,106.360001,104.790001,105.349998,102.333046,11499200
2019-04-04,104.550003,105.730003,104.449997,105.559998,103.321625,11952100
2019-04-05,105.800003,106.110001,104.989998,105.309998,103.076927,9933700
2019-04-08,105.110001,105.650002,104.910004,105.650002,103.409721,8056300
2019-04-09,105.080002,105.199997,104.250000,104.870003,102.646263,9092200
2019-04-10,105.129997,105.720001,104.470001,105.339996,103.106293,10882300
2019-04-11,105.709999,106.730003,105.559998,106.230003,103.977425,11183800
2019-04-12,109.440002,111.849998,108.879997,111.209999,108.851814,25834100
2019-04-15,110.919998,111.000000,109.120003,109.940002,107.608749,15163800
2019-04-16,109.900002,111.389999,109.860001,111.099998,108.744148,11583200
2019-04-17,111.699997,114.660004,111.010002,114.300003,111.876289,17791900
2019-04-18,114.529999,114.949997,113.330002,113.459999,111.054108,12501900
2019-04-22,112.830002,113.930000,112.660004,113.599998,111.191139,7975900
2019-04-23,113.000000,114.370003,112.849998,113.739998,111.328171,9193100
2019-04-24,113.260002,114.150002,112.809998,113.550003,111.142204,9245700
2019-04-25,113.010002,114.150002,112.500000,113.610001,111.200928,9311800
2019-04-26,113.949997,114.580002,113.599998,114.470001,112.042694,7889300
2019-04-29,114.599998,117.160004,114.449997,116.120003,113.657707,14242200
2019-04-30,116.430000,116.720001,115.260002,116.050003,113.589188,11389100
2019-05-01,115.720001,117.000000,115.110001,115.160004,112.718063,10412900
2019-05-02,115.169998,115.779999,114.580002,115.410004,112.962761,8613300
2019-05-03,116.000000,116.680000,115.669998,116.120003,113.657707,8185400
2019-05-06,114.180000,115.470001,113.720001,115.089996,112.649544,9387000
2019-05-07,114.029999,114.029999,112.290001,113.209999,110.809410,15017700
2019-05-08,112.660004,113.669998,112.459999,112.610001,110.222130,9575800
2019-05-09,111.139999,112.739998,110.580002,112.519997,110.134041,12205900
2019-05-10,111.750000,112.839996,110.540001,112.510002,110.124252,13189000
2019-05-13,110.080002,110.449997,108.980003,109.449997,107.129143,13783700
2019-05-14,109.550003,111.720001,109.500000,110.320000,107.980690,10503600
2019-05-15,109.209999,110.900002,108.610001,109.900002,107.569595,10142000
2019-05-16,110.620003,112.169998,110.589996,111.309998,108.949692,9672700
2019-05-17,110.000000,111.750000,109.830002,110.769997,108.421143,9570100
2019-05-20,110.580002,111.809998,110.370003,111.349998,108.988846,8518200
2019-05-21,111.440002,111.919998,111.220001,111.730003,109.360794,7967900
2019-05-22,111.400002,111.790001,110.750000,110.820000,108.470085,7918900
2019-05-23,109.639999,109.790001,107.500000,108.639999,106.336311,14558000
2019-05-24,109.519997,109.959999,109.190002,109.709999,107.383629,8537300
2019-05-28,109.199997,109.830002,108.440002,108.519997,106.218857,11665500
2019-05-29,107.449997,108.400002,107.059998,108.220001,105.925224,9966400
2019-05-30,108.650002,109.180000,106.540001,107.059998,104.789818,10367800
2019-05-31,105.559998,106.589996,104.839996,105.959999,103.713150,10952800
2019-06-03,105.800003,106.860001,105.300003,106.459999,104.202538,11680700
2019-06-04,107.849998,109.900002,107.129997,109.739998,107.412987,12858600
2019-06-05,109.860001,110.379997,108.639999,110.129997,107.794716,8340500
2019-06-06,110.150002,110.870003,108.930000,110.370003,108.029625,8726700
2019-06-07,109.699997,110.019997,108.959999,109.160004,106.845291,10618900
2019-06-10,110.750000,111.209999,110.220001,110.339996,108.000259,11380600
2019-06-11,110.820000,111.570000,110.370003,110.680000,108.333061,9847700
2019-06-12,110.699997,110.900002,108.889999,109.269997,106.952950,9669000
2019-06-13,109.459999,110.160004,109.050003,109.540001,107.217224,8406900
2019-06-14,109.570000,110.300003,108.629997,109.820000,107.491295,9077400
2019-06-17,109.699997,110.370003,109.059998,109.220001,106.904015,8128600
2019-06-18,109.010002,111.410004,108.980003,110.709999,108.362419,11057300
2019-06-19,110.820000,111.589996,109.699997,109.910004,107.579391,13126500
2019-06-20,110.879997,111.089996,109.029999,110.190002,107.853447,13638000
2019-06-21,110.190002,111.669998,109.089996,109.440002,107.119354,27089500
2019-06-24,109.279999,109.769997,108.540001,108.660004,106.355896,13039600
2019-06-25,108.680000,108.980003,107.669998,107.760002,105.474983,18660100
2019-06-26,108.300003,109.309998,108.160004,108.480003,106.179718,10324600
2019-06-27,108.839996,109.550003,108.440002,108.839996,106.532074,10906600
2019-06-28,111.040001,112.430000,110.900002,111.800003,109.429314,21634700
2019-07-01,113.230003,114.519997,113.080002,113.680000,111.269447,12762500
2019-07-02,113.510002,114.199997,113.220001,113.800003,111.386902,10174900
2019-07-03,113.339996,113.870003,112.260002,112.820000,111.209473,6849400
2019-07-05,113.510002,114.269997,112.919998,113.489998,111.869904,7929400
2019-07-08,112.959999,113.480003,112.500000,112.870003,111.258759,6917200
2019-07-09,112.279999,113.489998,112.150002,113.349998,111.731903,8947300
2019-07-10,113.370003,113.830002,112.739998,113.019997,111.406616,9242300
2019-07-11,113.370003,114.360001,113.120003,114.099998,112.471199,11595200
2019-07-12,114.129997,115.349998,113.930000,115.300003,113.654068,10783400
2019-07-15,115.540001,115.570000,113.529999,113.900002,112.274055,12946600
2019-07-16,113.480003,115.500000,112.919998,115.120003,113.476639,16945000
2019-07-17,114.430000,114.940002,113.730003,113.989998,112.362770,13120900
2019-07-18,113.930000,115.070000,113.550003,114.669998,113.033058,9400700
2019-07-19,114.889999,115.120003,113.400002,113.540001,111.919189,10402800
2019-07-22,112.910004,114.449997,112.769997,114.269997,112.638771,9061100
2019-07-23,114.879997,116.449997,114.820000,116.360001,114.698936,12752200
2019-07-24,115.580002,116.879997,115.519997,116.830002,115.162224,10011000
2019-07-25,116.889999,117.239998,115.320000,115.709999,114.058212,10138400
2019-07-26,115.769997,116.510002,115.529999,116.220001,114.560936,12800400
2019-07-29,116.459999,117.180000,115.790001,115.849998,114.196220,8500400
2019-07-30,115.190002,116.080002,114.760002,115.589996,113.939926,7121100
2019-07-31,116.099998,116.180000,114.860001,116.000000,114.344070,13648000
2019-08-01,115.330002,116.800003,112.599998,112.940002,111.327759,15664500
2019-08-02,112.400002,113.430000,111.400002,112.930000,111.317902,11025500
2019-08-05,110.790001,110.980003,108.269997,109.570000,108.005859,15855300
2019-08-06,110.050003,110.500000,108.339996,110.430000,108.853584,10203500
2019-08-07,108.000000,108.279999,105.940002,108.029999,106.487846,17320900
